query_id,source_id,source_type,source_record_id,query,normalized_query,canonical_query_key,intent,funnel_stage,audience,pillar_id,topic_id,surface,country,language,observed_at,page_url,device,volume,difficulty,impressions,clicks,ctr,avg_position,trend_delta,trend_window,confidence,evidence_use,allowed_public_use,raw_path,notes
dq-0130,manual-topic-seed-2026-06-20-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-023,5 best ai crms for real estate agents the 2026 roundup,5 best ai crms for real estate agents the 2026 roundup,5 ai crms real estate agents 2026 roundup,vendor_evaluation,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-20,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-20-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0131,manual-topic-seed-2026-06-20-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-024,what is an ai agent a plain-english guide,what is an ai agent a plain-english guide,ai agent plain-english guide,definition,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-20,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-20-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0132,manual-topic-seed-2026-06-20-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-025,10 seo trends i ve seen firsthand in 2026 with data,10 seo trends i ve seen firsthand in 2026 with data,10 seo trends i ve seen firsthand in 2026 data,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-20,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-20-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0133,manual-topic-seed-2026-06-20-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-026,why category entry points belong in every ai search strategy,why category entry points belong in every ai search strategy,why category entry points belong in every ai search strategy,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-20,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-20-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0134,manual-topic-seed-2026-06-20-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-027,how to prove incremental marketing impact with linkedin s new tools,how to prove incremental marketing impact with linkedin s new tools,prove incremental marketing impact linkedin s new tools,how_to,unknown,b2b_gtm_operator,pillar-linkedin-led-gtm,,manual_topic_seed,US,en,2026-06-20,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-20-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0135,manual-topic-seed-2026-06-20-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-028,automated seo what it is and how it works in 2026,automated seo what it is and how it works in 2026,automated seo it it works in 2026,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-20,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-20-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0136,manual-topic-seed-2026-06-20-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-031,9 ways to improve seo rankings and traffic,9 ways to improve seo rankings and traffic,9 ways improve seo rankings traffic,measurement,unknown,b2b_gtm_operator,pillar-measurement-learning,,manual_topic_seed,US,en,2026-06-20,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-20-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0137,manual-topic-seed-2026-06-20-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-032,a new guide how to prove the value of b2b marketing,a new guide how to prove the value of b2b marketing,new guide prove value b2b marketing,how_to,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-20,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-20-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0138,manual-topic-seed-2026-06-20-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-033,the ai perception-reality gap,the ai perception-reality gap,ai perception-reality gap,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-20,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-20-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0139,manual-topic-seed-2026-06-20-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-034,How do answer engines decide which B2B content to cite?,how do answer engines decide which b2b content to cite,do answer engines decide which b2b content cite,aeo_strategy,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-20,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-20-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0140,manual-topic-seed-2026-06-20-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-035,introducing search generative ai performance reports in search console,introducing search generative ai performance reports in search console,introducing search generative ai performance reports in search console,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-20,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-20-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0141,manual-topic-seed-2026-06-20-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-036,a new resource for optimizing for generative ai in google search,a new resource for optimizing for generative ai in google search,new resource optimizing generative ai in google search,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-20,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-20-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0142,manual-topic-seed-2026-06-20-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-037,11 ways to automate seo with agent a,11 ways to automate seo with agent a,11 ways automate seo agent,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-20,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-20-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0143,manual-topic-seed-2026-06-20-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-038,how i use my ai marketing assistant after 200 hours,how i use my ai marketing assistant after 200 hours,i use my ai marketing assistant after 200 hours,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-20,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-20-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0144,manual-topic-seed-2026-06-20-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-039,we analyzed 137k sites 97 of llms txt files never get read,we analyzed 137k sites 97 of llms txt files never get read,we analyzed 137k sites 97 llms txt files never get read,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-20,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-20-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0145,manual-topic-seed-2026-06-20-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-040,how to level-up from seo tactician to search visibility leader,how to level-up from seo tactician to search visibility leader,level-up seo tactician search visibility leader,how_to,unknown,b2b_gtm_operator,pillar-measurement-learning,,manual_topic_seed,US,en,2026-06-20,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-20-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0146,manual-topic-seed-2026-06-20-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-041,9 vibe coding examples ai apps you can use right now to grow your website,9 vibe coding examples ai apps you can use right now to grow your website,9 vibe coding examples ai apps you can use right now grow your website,examples,unknown,b2b_gtm_operator,pillar-examples-case-studies,,manual_topic_seed,US,en,2026-06-20,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-20-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0147,manual-topic-seed-2026-06-20-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-042,what is ai sentiment analysis a marketer s guide,what is ai sentiment analysis a marketer s guide,ai sentiment analysis marketer s guide,definition,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-20,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-20-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0148,manual-topic-seed-2026-06-20-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-043,bot traffic now exceeds traffic from human users,bot traffic now exceeds traffic from human users,bot traffic now exceeds traffic human users,measurement,unknown,b2b_gtm_operator,pillar-measurement-learning,,manual_topic_seed,US,en,2026-06-20,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-20-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0149,manual-topic-seed-2026-06-20-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-044,12 seo writing tips to earn visibility 2026,12 seo writing tips to earn visibility 2026,12 seo writing tips earn visibility 2026,measurement,unknown,b2b_gtm_operator,pillar-measurement-learning,,manual_topic_seed,US,en,2026-06-20,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-20-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0150,manual-topic-seed-2026-06-20-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-045,how rtcamp closed the ai perception gap costing them enterprise deals,how rtcamp closed the ai perception gap costing them enterprise deals,rtcamp closed ai perception gap costing them enterprise deals,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-20,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-20-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0151,manual-topic-seed-2026-06-20-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-046,why 62 of ai citations don t lead to brand mentions study,why 62 of ai citations don t lead to brand mentions study,why 62 ai citations don t lead brand mentions study,measurement,unknown,b2b_gtm_operator,pillar-measurement-learning,,manual_topic_seed,US,en,2026-06-20,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-20-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0152,manual-topic-seed-2026-06-20-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-047,how to decide which ai search prompts to track,how to decide which ai search prompts to track,decide which ai search prompts track,how_to,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-20,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-20-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0153,manual-topic-seed-2026-06-20-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-048,google s ai search optimization guide what to do next,google s ai search optimization guide what to do next,google s ai search optimization guide do next,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-20,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-20-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0154,manual-topic-seed-2026-06-20-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-049,how to get indexed by chatgpt 2026,how to get indexed by chatgpt 2026,get indexed by chatgpt 2026,how_to,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-20,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-20-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0155,manual-topic-seed-2026-06-20-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-050,faqs for aeo how to structure answers that rank in answer engines,faqs for aeo how to structure answers that rank in answer engines,faqs aeo structure answers that rank in answer engines,how_to,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-20,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-20-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0156,google_trends_csv_export-2026-06-18-google-trends-topic-turn-employee-expertise-into-posts-2026-06-20,google_trends_csv_export,2026-06-18-google-trends-topic-turn-employee-expertise-into-posts.csv:2,How do you turn employee expertise into useful LinkedIn posts?,how do you turn employee expertise into useful linkedin posts,do you turn employee expertise into useful linkedin posts,how_to,unknown,b2b_gtm_operator,pillar-content-operations,topic-turn-employee-expertise-into-posts,Google Trends Explore browser CSV export,US,en,2025-08-31,,,,,,,,,100,Past 12 months weekly interest_over_time,medium,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/query-export-2026-06-18-google-trends-topic-turn-employee-expertise-into-posts.csv,Discovery-only query row. Do not cite as factual evidence.
dq-0157,google_trends_csv_export-2026-06-18-google-trends-topic-turn-employee-expertise-into-posts-2026-06-20,google_trends_csv_export,2026-06-18-google-trends-topic-turn-employee-expertise-into-posts.csv:3,How do you turn employee expertise into useful LinkedIn posts?,how do you turn employee expertise into useful linkedin posts,do you turn employee expertise into useful linkedin posts,how_to,unknown,b2b_gtm_operator,pillar-content-operations,topic-turn-employee-expertise-into-posts,Google Trends Explore browser CSV export,US,en,2026-03-08,,,,,,,,,97,Past 12 months weekly interest_over_time,medium,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/query-export-2026-06-18-google-trends-topic-turn-employee-expertise-into-posts.csv,Discovery-only query row. Do not cite as factual evidence.
dq-0158,public-trends-google-search-central-20260620,public_source_trend_export,2026-06-20-public-trends.csv:2,Introducing Search Generative AI performance reports in Search Console,introducing search generative ai performance reports in search console,introducing search generative ai performance reports in search console,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,official_search_blog,US,en,"Wed, 03 Jun 2026 00:00:00 +0000",https://developers.google.com/search/blog/2026/06/gen-ai-performance-reports,,,,,,,,,latest_public_feed,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/trend-export-2026-06-20-public-trends.csv,Official Google Search Central feed. Discovery only; verify facts against the canonical post before citing.
dq-0159,public-trends-google-search-central-20260620,public_source_trend_export,2026-06-20-public-trends.csv:3,A new resource for optimizing for generative AI in Google Search,a new resource for optimizing for generative ai in google search,new resource optimizing generative ai in google search,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,official_search_blog,US,en,"Fri, 15 May 2026 00:00:00 +0000",https://developers.google.com/search/blog/2026/05/a-new-resource-for-optimizing,,,,,,,,,latest_public_feed,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/trend-export-2026-06-20-public-trends.csv,Official Google Search Central feed. Discovery only; verify facts against the canonical post before citing.
dq-0160,public-trends-ahrefs-blog-20260620,public_source_trend_export,2026-06-20-public-trends.csv:4,What is an AI Agent? A Plain-English Guide,what is an ai agent a plain-english guide,ai agent plain-english guide,definition,unknown,b2b_gtm_operator,pillar-employee-generated-content,,seo_research_blog,US,en,"Thu, 18 Jun 2026 13:39:36 +0000",https://ahrefs.com/blog/what-is-an-ai-agent/,,,,,,,,,latest_public_feed,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/trend-export-2026-06-20-public-trends.csv,Ahrefs SEO and AI-search feed. Discovery only; use primary research pages as evidence only after Source Registry review.
dq-0161,public-trends-ahrefs-blog-20260620,public_source_trend_export,2026-06-20-public-trends.csv:5,10 SEO Trends I’ve Seen Firsthand in 2026 (With Data),10 seo trends i ve seen firsthand in 2026 with data,10 seo trends i ve seen firsthand in 2026 data,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,seo_research_blog,US,en,"Thu, 18 Jun 2026 12:00:14 +0000",https://ahrefs.com/blog/seo-trends/,,,,,,,,,latest_public_feed,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/trend-export-2026-06-20-public-trends.csv,Ahrefs SEO and AI-search feed. Discovery only; use primary research pages as evidence only after Source Registry review.
dq-0162,public-trends-ahrefs-blog-20260620,public_source_trend_export,2026-06-20-public-trends.csv:6,11 Ways to Automate SEO with Agent A,11 ways to automate seo with agent a,11 ways automate seo agent,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,seo_research_blog,US,en,"Wed, 17 Jun 2026 16:27:57 +0000",https://ahrefs.com/blog/agent-a-for-seo/,,,,,,,,,latest_public_feed,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/trend-export-2026-06-20-public-trends.csv,Ahrefs SEO and AI-search feed. Discovery only; use primary research pages as evidence only after Source Registry review.
dq-0163,public-trends-ahrefs-blog-20260620,public_source_trend_export,2026-06-20-public-trends.csv:7,How I Use My AI Marketing Assistant After 200+ Hours,how i use my ai marketing assistant after 200 hours,i use my ai marketing assistant after 200 hours,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,seo_research_blog,US,en,"Mon, 15 Jun 2026 13:28:54 +0000",https://ahrefs.com/blog/ai-marketing-assistant/,,,,,,,,,latest_public_feed,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/trend-export-2026-06-20-public-trends.csv,Ahrefs SEO and AI-search feed. Discovery only; use primary research pages as evidence only after Source Registry review.
dq-0164,public-trends-ahrefs-blog-20260620,public_source_trend_export,2026-06-20-public-trends.csv:8,We Analyzed 137K Sites: 97% of llms.txt Files Never Get Read,we analyzed 137k sites 97 of llms txt files never get read,we analyzed 137k sites 97 llms txt files never get read,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,seo_research_blog,US,en,"Mon, 15 Jun 2026 10:27:40 +0000",https://ahrefs.com/blog/llmstxt-study/,,,,,,,,,latest_public_feed,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/trend-export-2026-06-20-public-trends.csv,Ahrefs SEO and AI-search feed. Discovery only; use primary research pages as evidence only after Source Registry review.
dq-0165,public-trends-ahrefs-blog-20260620,public_source_trend_export,2026-06-20-public-trends.csv:9,How to Level-up From SEO Tactician to Search Visibility Leader,how to level-up from seo tactician to search visibility leader,level-up seo tactician search visibility leader,how_to,unknown,b2b_gtm_operator,pillar-measurement-learning,,seo_research_blog,US,en,"Mon, 08 Jun 2026 09:00:25 +0000",https://ahrefs.com/blog/seo-tactician-to-strategist/,,,,,,,,,latest_public_feed,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/trend-export-2026-06-20-public-trends.csv,Ahrefs SEO and AI-search feed. Discovery only; use primary research pages as evidence only after Source Registry review.
dq-0166,public-trends-ahrefs-blog-20260620,public_source_trend_export,2026-06-20-public-trends.csv:10,9 Vibe Coding Examples: AI Apps You Can Use Right Now to Grow Your Website,9 vibe coding examples ai apps you can use right now to grow your website,9 vibe coding examples ai apps you can use right now grow your website,examples,unknown,b2b_gtm_operator,pillar-examples-case-studies,,seo_research_blog,US,en,"Fri, 05 Jun 2026 14:39:18 +0000",https://ahrefs.com/blog/vibe-coding-examples/,,,,,,,,,latest_public_feed,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/trend-export-2026-06-20-public-trends.csv,Ahrefs SEO and AI-search feed. Discovery only; use primary research pages as evidence only after Source Registry review.
dq-0167,public-trends-semrush-blog-20260620,public_source_trend_export,2026-06-20-public-trends.csv:11,Why category entry points belong in every AI search strategy,why category entry points belong in every ai search strategy,why category entry points belong in every ai search strategy,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,seo_ai_search_blog,US,en,"Thu, 18 Jun 2026 14:19:00 +0000",https://www.semrush.com/blog/category-entry-points-ai-search/,,,,,,,,,latest_public_feed,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/trend-export-2026-06-20-public-trends.csv,Semrush SEO and AI-search feed. Discovery only; validate any claim against the canonical post and accepted source policy.
dq-0168,public-trends-semrush-blog-20260620,public_source_trend_export,2026-06-20-public-trends.csv:12,What is AI sentiment analysis? A marketer’s guide,what is ai sentiment analysis a marketer s guide,ai sentiment analysis marketer s guide,definition,unknown,b2b_gtm_operator,pillar-employee-generated-content,,seo_ai_search_blog,US,en,"Mon, 15 Jun 2026 16:21:00 +0000",https://www.semrush.com/blog/ai-sentiment-analysis-marketers-guide/,,,,,,,,,latest_public_feed,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/trend-export-2026-06-20-public-trends.csv,Semrush SEO and AI-search feed. Discovery only; validate any claim against the canonical post and accepted source policy.
dq-0169,public-trends-semrush-blog-20260620,public_source_trend_export,2026-06-20-public-trends.csv:13,Bot traffic now exceeds traffic from human users,bot traffic now exceeds traffic from human users,bot traffic now exceeds traffic human users,measurement,unknown,b2b_gtm_operator,pillar-measurement-learning,,seo_ai_search_blog,US,en,"Sat, 13 Jun 2026 08:27:00 +0000",https://www.semrush.com/blog/ai-agent-bot-traffic/,,,,,,,,,latest_public_feed,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/trend-export-2026-06-20-public-trends.csv,Semrush SEO and AI-search feed. Discovery only; validate any claim against the canonical post and accepted source policy.
dq-0170,public-trends-semrush-blog-20260620,public_source_trend_export,2026-06-20-public-trends.csv:14,12 SEO writing tips to earn visibility [2026],12 seo writing tips to earn visibility 2026,12 seo writing tips earn visibility 2026,measurement,unknown,b2b_gtm_operator,pillar-measurement-learning,,seo_ai_search_blog,US,en,"Wed, 10 Jun 2026 13:59:00 +0000",https://www.semrush.com/blog/seo-writing/,,,,,,,,,latest_public_feed,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/trend-export-2026-06-20-public-trends.csv,Semrush SEO and AI-search feed. Discovery only; validate any claim against the canonical post and accepted source policy.
dq-0171,public-trends-semrush-blog-20260620,public_source_trend_export,2026-06-20-public-trends.csv:15,How rtCamp closed the AI perception gap costing them enterprise deals,how rtcamp closed the ai perception gap costing them enterprise deals,rtcamp closed ai perception gap costing them enterprise deals,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,seo_ai_search_blog,US,en,"Wed, 10 Jun 2026 07:11:00 +0000",https://www.semrush.com/blog/how-rtcamp-closed-the-ai-perception-gap/,,,,,,,,,latest_public_feed,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/trend-export-2026-06-20-public-trends.csv,Semrush SEO and AI-search feed. Discovery only; validate any claim against the canonical post and accepted source policy.
dq-0172,public-trends-semrush-blog-20260620,public_source_trend_export,2026-06-20-public-trends.csv:16,Why 62% of AI citations don’t lead to brand mentions [Study],why 62 of ai citations don t lead to brand mentions study,why 62 ai citations don t lead brand mentions study,measurement,unknown,b2b_gtm_operator,pillar-measurement-learning,,seo_ai_search_blog,US,en,"Tue, 09 Jun 2026 13:00:00 +0000",https://www.semrush.com/blog/the-ghost-citations-study/,,,,,,,,,latest_public_feed,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/trend-export-2026-06-20-public-trends.csv,Semrush SEO and AI-search feed. Discovery only; validate any claim against the canonical post and accepted source policy.
